idQuestionario;nomPais;faixaIdade;nomMotivoRed;numPernoiteTotal;codIBGECidadeVisitada;nomCidadeVisitada_UF;nomHospedagem;nomAgencia;nomAcompanhante;lng;lat;gpcd
28849;Italy;Over 60 years;Other reasons;7;4106902;Curitiba - PR;House of friends and relatives;No;Alone;-49,27184789;-25,432956;60,2857142857143
28876;Denmark;41-50 years;Other reasons;40;4106902;Curitiba - PR;House of friends and relatives;No;Alone;-49,27184789;-25,432956;13,65
35360;Sweden;51-59 years;Other reasons;45;4106902;Curitiba - PR;Own property;Separate services;Family group;-49,27184789;-25,432956;27,5777777777778
36156;United States;25-31 years;Business and events;10;4106902;Curitiba - PR;Hotel or flat;No;Alone;-49,27184789;-25,432956;220
42505;Italy;Over 60 years;Other reasons;3;4106902;Curitiba - PR;House of friends and relatives;No;Alone;-49,27184789;-25,432956;26,1666666666667
47394;United States;Over 60 years;Other reasons;30;4106902;Curitiba - PR;House of friends and relatives;Separate services;Couple without children;-49,27184789;-25,432956;57,5333333333333
17244;Belgium;51-59 years;Leisure;3;4108304;Foz do Iguacu - PR;Hotel or flat;No;Alone;-54,58710249;-25,54249328;102,666666666667
18160;Canada;25-31 years;Leisure;2;4108304;Foz do Iguacu - PR;Rented property;No;Alone;-54,58710249;-25,54249328;50
18197;Switzerland;18-24 years;Leisure;2;4108304;Foz do Iguacu - PR;Posada;No;Couple without children;-54,58710249;-25,54249328;33,75
22429;France;Over 60 years;Leisure;3;4108304;Foz do Iguacu - PR;Hotel or flat;No;Couple without children;-54,58710249;-25,54249328;47,3333333333333
38447;Italy;25-31 years;Leisure;3;4108304;Foz do Iguacu - PR;Others;No;Alone;-54,58710249;-25,54249328;14,6666666666667
38133;Argentina;32-40 years;Leisure;1;4108304;Foz do Iguacu - PR;Hotel or flat;No;Friends;-54,58710249;-25,54249328;73,5
16534;Peru;32-40 years;Leisure;6;4108304;Foz do Iguacu - PR;Hotel or flat;No;Alone;-54,58710249;-25,54249328;500
17835;Argentina;25-31 years;Leisure;4;4108304;Foz do Iguacu - PR;Posada;No;Couple with children;-54,58710249;-25,54249328;52,375
17992;Argentina;Over 60 years;Leisure;4;4108304;Foz do Iguacu - PR;Hotel or flat;No;Couple without children;-54,58710249;-25,54249328;14,5
17994;Uruguay;51-59 years;Leisure;3;4108304;Foz do Iguacu - PR;Hotel or flat;No;Couple with children;-54,58710249;-25,54249328;145,833333333333
17999;Argentina;25-31 years;Leisure;5;4108304;Foz do Iguacu - PR;Hotel or flat;No;Family group;-54,58710249;-25,54249328;107,75
18026;Argentina;32-40 years;Leisure;4;4108304;Foz do Iguacu - PR;Hotel or flat;No;Couple with children;-54,58710249;-25,54249328;173,125
18033;Argentina;18-24 years;Leisure;3;4108304;Foz do Iguacu - PR;Hotel or flat;No;Couple without children;-54,58710249;-25,54249328;35,8333333333333
18092;Argentina;51-59 years;Leisure;3;4108304;Foz do Iguacu - PR;Hotel or flat;No;Couple with children;-54,58710249;-25,54249328;85,3333333333333
18101;Chile;51-59 years;Leisure;2;4108304;Foz do Iguacu - PR;Hotel or flat;No;Couple without children;-54,58710249;-25,54249328;123,5
18115;Argentina;51-59 years;Leisure;3;4108304;Foz do Iguacu - PR;Hotel or flat;No;Family group;-54,58710249;-25,54249328;52,1333333333333
18137;Argentina;41-50 years;Leisure;4;4108304;Foz do Iguacu - PR;Hotel or flat;No;Couple with children;-54,58710249;-25,54249328;35,4375
18149;Argentina;32-40 years;Leisure;1;4108304;Foz do Iguacu - PR;Hotel or flat;No;Family group;-54,58710249;-25,54249328;146,5
18150;Argentina;41-50 years;Leisure;2;4108304;Foz do Iguacu - PR;Hotel or flat;No;Family group;-54,58710249;-25,54249328;134,75
18184;Bolivia;25-31 years;Leisure;4;4108304;Foz do Iguacu - PR;Posada;No;Alone;-54,58710249;-25,54249328;43,5
18195;Argentina;51-59 years;Leisure;5;4108304;Foz do Iguacu - PR;Hotel or flat;No;Couple with children;-54,58710249;-25,54249328;74
18216;Argentina;41-50 years;Leisure;4;4108304;Foz do Iguacu - PR;Hotel or flat;No;Couple with children;-54,58710249;-25,54249328;52,25
18226;Argentina;51-59 years;Leisure;3;4108304;Foz do Iguacu - PR;Hotel or flat;No;Couple without children;-54,58710249;-25,54249328;79,1666666666667
18284;Argentina;51-59 years;Leisure;3;4108304;Foz do Iguacu - PR;Hotel or flat;No;Family group;-54,58710249;-25,54249328;56,1666666666667
19214;Paraguay;Over 60 years;Leisure;2;4108304;Foz do Iguacu - PR;Hotel or flat;No;Couple without children;-54,58710249;-25,54249328;150
19240;Paraguay;25-31 years;Leisure;2;4108304;Foz do Iguacu - PR;Hotel or flat;No;Friends;-54,58710249;-25,54249328;47,75
20672;Philippines;41-50 years;Leisure;10;4108304;Foz do Iguacu - PR;Hostel or bed & breakfast;No;Alone;-54,58710249;-25,54249328;200
20909;Argentina;25-31 years;Leisure;1;4108304;Foz do Iguacu - PR;Hotel or flat;No;Couple without children;-54,58710249;-25,54249328;41,5
22591;Argentina;32-40 years;Leisure;2;4108304;Foz do Iguacu - PR;Hotel or flat;No;Couple with children;-54,58710249;-25,54249328;31,375
24913;Canada;51-59 years;Other reasons;8;4108304;Foz do Iguacu - PR;House of friends and relatives;No;Couple without children;-54,58710249;-25,54249328;69,9375
24942;Canada;41-50 years;Other reasons;30;4108304;Foz do Iguacu - PR;House of friends and relatives;No;Family group;-54,58710249;-25,54249328;76,4333333333333
27793;Peru;41-50 years;Leisure;3;4108304;Foz do Iguacu - PR;Hotel or flat;Tourist package;Family group;-54,58710249;-25,54249328;70,75
27818;Peru;Over 60 years;Leisure;3;4108304;Foz do Iguacu - PR;Hotel or flat;Tourist package;Family group;-54,58710249;-25,54249328;111,111111111111
32116;Paraguay;41-50 years;Leisure;7;4108304;Foz do Iguacu - PR;Resort;No;Couple with children;-54,58710249;-25,54249328;70,9285714285714
33270;Argentina;25-31 years;Leisure;1;4108304;Foz do Iguacu - PR;Hotel or flat;No;Couple without children;-54,58710249;-25,54249328;21
33989;Japan;25-31 years;Leisure;2;4108304;Foz do Iguacu - PR;Hotel or flat;No;Alone;-54,58710249;-25,54249328;49,5
37785;Argentina;32-40 years;Leisure;1;4108304;Foz do Iguacu - PR;Hotel or flat;No;Couple with children;-54,58710249;-25,54249328;58
38185;Argentina;25-31 years;Leisure;2;4108304;Foz do Iguacu - PR;Hotel or flat;No;Family group;-54,58710249;-25,54249328;39
38345;Paraguay;Over 60 years;Leisure;2;4108304;Foz do Iguacu - PR;Hotel or flat;No;Family group;-54,58710249;-25,54249328;62,125
42220;Argentina;41-50 years;Leisure;3;4108304;Foz do Iguacu - PR;Hotel or flat;No;Family group;-54,58710249;-25,54249328;33,0833333333333
42362;Argentina;Over 60 years;Leisure;3;4108304;Foz do Iguacu - PR;Hotel or flat;No;Couple without children;-54,58710249;-25,54249328;44
42366;Argentina;25-31 years;Leisure;1;4108304;Foz do Iguacu - PR;Hotel or flat;No;Friends;-54,58710249;-25,54249328;78,5
42460;Switzerland;18-24 years;Leisure;4;4108304;Foz do Iguacu - PR;Hostel or bed & breakfast;No;Couple without children;-54,58710249;-25,54249328;47,625
42944;Australia;32-40 years;Leisure;5;4108304;Foz do Iguacu - PR;Hotel or flat;No;Alone;-54,58710249;-25,54249328;228,2
47079;New Zealand;51-59 years;Business and events;5;4108304;Foz do Iguacu - PR;Hotel or flat;No;Alone;-54,58710249;-25,54249328;780
47496;Guatemala;51-59 years;Other reasons;10;4108304;Foz do Iguacu - PR;Hotel or flat;No;Alone;-54,58710249;-25,54249328;350
48561;Netherlands;Over 60 years;Other reasons;20;4108304;Foz do Iguacu - PR;Hotel or flat;Separate services;Couple without children;-54,58710249;-25,54249328;39,225
48783;United States;51-59 years;Other reasons;9;4108304;Foz do Iguacu - PR;Hotel or flat;No;Couple without children;-54,58710249;-25,54249328;123,888888888889
18093;Switzerland;25-31 years;Leisure;3;4108304;Foz do Iguacu - PR;Hostel or bed & breakfast;No;Couple without children;-54,58710249;-25,54249328;25
18282;Paraguay;41-50 years;Leisure;3;4108304;Foz do Iguacu - PR;Hotel or flat;No;Family group;-54,58710249;-25,54249328;97
18539;Paraguay;25-31 years;Other reasons;17;4108304;Foz do Iguacu - PR;House of friends and relatives;No;Alone;-54,58710249;-25,54249328;36,1764705882353
19052;Ecuador;51-59 years;Leisure;8;4108304;Foz do Iguacu - PR;Hotel or flat;No;Friends;-54,58710249;-25,54249328;77
19059;Portugal;32-40 years;Business and events;2;4108304;Foz do Iguacu - PR;Hotel or flat;No;Alone;-54,58710249;-25,54249328;154
21636;Sweden;51-59 years;Leisure;15;4108304;Foz do Iguacu - PR;Hotel or flat;No;Alone;-54,58710249;-25,54249328;42,6
35446;Sweden;25-31 years;Leisure;2;4108304;Foz do Iguacu - PR;Hostel or bed & breakfast;No;Alone;-54,58710249;-25,54249328;105,5
37835;France;32-40 years;Leisure;19;4108304;Foz do Iguacu - PR;Hostel or bed & breakfast;No;Couple without children;-54,58710249;-25,54249328;85,6315789473684
37912;Argentina;18-24 years;Leisure;7;4108304;Foz do Iguacu - PR;Hotel or flat;No;Couple without children;-54,58710249;-25,54249328;46,4285714285714
38080;Argentina;41-50 years;Leisure;2;4108304;Foz do Iguacu - PR;Hotel or flat;No;Couple with children;-54,58710249;-25,54249328;61,3333333333333
38549;Argentina;32-40 years;Other reasons;2;4108304;Foz do Iguacu - PR;Hotel or flat;No;Family group;-54,58710249;-25,54249328;51,6
17769;Argentina;25-31 years;Leisure;4;4108304;Foz do Iguacu - PR;Hotel or flat;No;Friends;-54,58710249;-25,54249328;51
18777;Japan;41-50 years;Business and events;2;4108304;Foz do Iguacu - PR;Hotel or flat;Separate services;Others;-54,58710249;-25,54249328;992
48032;United States;51-59 years;Business and events;8;4108304;Foz do Iguacu - PR;Hotel or flat;No;Alone;-54,58710249;-25,54249328;258,75
16570;Japan;Over 60 years;Leisure;2;4108304;Foz do Iguacu - PR;Hotel or flat;Tourist package;Couple without children;-54,58710249;-25,54249328;22,25
16577;Japan;Over 60 years;Leisure;2;4108304;Foz do Iguacu - PR;Hotel or flat;Tourist package;Friends;-54,58710249;-25,54249328;22,5
17999;China;Over 60 years;Leisure;8;4108304;Foz do Iguacu - PR;Hotel or flat;Tourist package;Couple without children;-54,58710249;-25,54249328;25
21533;Italy;51-59 years;Business and events;4;4108304;Foz do Iguacu - PR;Hotel or flat;Separate services;Alone;-54,58710249;-25,54249328;116,25
28092;Japan;Over 60 years;Leisure;2;4108304;Foz do Iguacu - PR;Hotel or flat;Tourist package;Friends;-54,58710249;-25,54249328;85
28116;Japan;51-59 years;Leisure;1;4108304;Foz do Iguacu - PR;Hotel or flat;Tourist package;Couple without children;-54,58710249;-25,54249328;212
39405;Peru;51-59 years;Leisure;4;4108304;Foz do Iguacu - PR;Hotel or flat;Tourist package;Co-workers;-54,58710249;-25,54249328;69
17403;Paraguay;18-24 years;Other reasons;1;4108304;Foz do Iguacu - PR;House of friends and relatives;No;Alone;-54,58710249;-25,54249328;17
17829;Argentina;41-50 years;Business and events;1;4108304;Foz do Iguacu - PR;Hotel or flat;No;Family group;-54,58710249;-25,54249328;28
17838;Argentina;41-50 years;Leisure;2;4108304;Foz do Iguacu - PR;Hotel or flat;No;Couple with children;-54,58710249;-25,54249328;130,833333333333
18185;Argentina;41-50 years;Leisure;3;4108304;Foz do Iguacu - PR;Hotel or flat;No;Family group;-54,58710249;-25,54249328;54,7777777777778
18187;Argentina;Over 60 years;Leisure;3;4108304;Foz do Iguacu - PR;Hotel or flat;No;Family group;-54,58710249;-25,54249328;119,5
18201;Argentina;41-50 years;Leisure;2;4108304;Foz do Iguacu - PR;Hotel or flat;No;Couple without children;-54,58710249;-25,54249328;114
18204;Argentina;51-59 years;Leisure;7;4108304;Foz do Iguacu - PR;Hotel or flat;No;Couple with children;-54,58710249;-25,54249328;50,8285714285714
18446;Argentina;41-50 years;Leisure;5;4108304;Foz do Iguacu - PR;Hotel or flat;No;Family group;-54,58710249;-25,54249328;31,4
18775;Paraguay;51-59 years;Other reasons;1;4108304;Foz do Iguacu - PR;House of friends and relatives;No;Alone;-54,58710249;-25,54249328;112
18778;Paraguay;18-24 years;Other reasons;4;4108304;Foz do Iguacu - PR;House of friends and relatives;No;Alone;-54,58710249;-25,54249328;21
18855;Paraguay;41-50 years;Other reasons;1;4108304;Foz do Iguacu - PR;House of friends and relatives;No;Family group;-54,58710249;-25,54249328;35
20341;Chile;25-31 years;Other reasons;25;4108304;Foz do Iguacu - PR;House of friends and relatives;No;Alone;-54,58710249;-25,54249328;13,56
32187;Paraguay;25-31 years;Other reasons;1;4108304;Foz do Iguacu - PR;Hotel or flat;No;Alone;-54,58710249;-25,54249328;94
34663;Paraguay;51-59 years;Leisure;5;4108304;Foz do Iguacu - PR;Hotel or flat;No;Family group;-54,58710249;-25,54249328;49,6
35190;Paraguay;25-31 years;Leisure;1;4108304;Foz do Iguacu - PR;Resort;No;Couple without children;-54,58710249;-25,54249328;424
37338;Paraguay;41-50 years;Business and events;1;4108304;Foz do Iguacu - PR;Hotel or flat;No;Alone;-54,58710249;-25,54249328;124
37346;Paraguay;32-40 years;Leisure;1;4108304;Foz do Iguacu - PR;Hotel or flat;No;Family group;-54,58710249;-25,54249328;71,25
37420;Uruguay;25-31 years;Leisure;1;4108304;Foz do Iguacu - PR;Hotel or flat;No;Couple without children;-54,58710249;-25,54249328;100
37429;Paraguay;Over 60 years;Leisure;2;4108304;Foz do Iguacu - PR;Hotel or flat;No;Family group;-54,58710249;-25,54249328;45,5
37845;Argentina;41-50 years;Leisure;3;4108304;Foz do Iguacu - PR;Hotel or flat;No;Family group;-54,58710249;-25,54249328;62
37847;Argentina;25-31 years;Leisure;2;4108304;Foz do Iguacu - PR;Hotel or flat;No;Couple without children;-54,58710249;-25,54249328;59
42139;Spain;18-24 years;Leisure;2;4108304;Foz do Iguacu - PR;Hotel or flat;No;Friends;-54,58710249;-25,54249328;35,25
42186;Argentina;51-59 years;Leisure;2;4108304;Foz do Iguacu - PR;Hotel or flat;No;Family group;-54,58710249;-25,54249328;143,333333333333
46872;United Kingdom;18-24 years;Other reasons;22;4108304;Foz do Iguacu - PR;House of friends and relatives;Separate services;Couple without children;-54,58710249;-25,54249328;21,8409090909091
29499;Argentina;41-50 years;Leisure;20;4109609;Guaratuba - PR;Rented property;No;Couple with children;-48,57572596;-25,87424198;19,36
34642;Paraguay;18-24 years;Leisure;8;4109609;Guaratuba - PR;Rented property;No;Family group;-48,57572596;-25,87424198;88,9583333333333
35641;Argentina;51-59 years;Leisure;7;4109609;Guaratuba - PR;Rented property;No;Family group;-48,57572596;-25,87424198;52,5357142857143
36079;Paraguay;18-24 years;Leisure;15;4109609;Guaratuba - PR;Own property;No;Family group;-48,57572596;-25,87424198;33,0666666666667
31328;Argentina;25-31 years;Leisure;16;4109609;Guaratuba - PR;Hotel or flat;No;Couple with children;-48,57572596;-25,87424198;16,03125
37352;Paraguay;32-40 years;Leisure;7;4109609;Guaratuba - PR;Own property;No;Family group;-48,57572596;-25,87424198;35,7142857142857
35211;Paraguay;41-50 years;Business and events;3;4110953;Itaipulandia - PR;Hotel or flat;No;Co-workers;-54,30500074;-25,13848065;90,6666666666667
48094;United Kingdom;32-40 years;Other reasons;15;4113205;Lapa - PR;House of friends and relatives;No;Family group;-49,71859581;-25,76510249;18,8
24447;United Kingdom;32-40 years;Other reasons;7;4113700;Londrina - PR;House of friends and relatives;No;Alone;-51,16277342;-23,312156;175,857142857143
25025;United States;41-50 years;Other reasons;7;4113700;Londrina - PR;House of friends and relatives;No;Friends;-51,16277342;-23,312156;20
48808;Canada;32-40 years;Other reasons;20;4113700;Londrina - PR;House of friends and relatives;No;Couple without children;-51,16277342;-23,312156;27,525
23415;Mexico;41-50 years;Business and events;3;4113700;Londrina - PR;Hotel or flat;No;Alone;-51,16277342;-23,312156;54
18301;United States;51-59 years;Other reasons;7;4113700;Londrina - PR;House of friends and relatives;No;Family group;-51,16277342;-23,312156;50
18914;Japan;Over 60 years;Other reasons;25;4113700;Londrina - PR;House of friends and relatives;No;Alone;-51,16277342;-23,312156;22,36
21021;United Kingdom;18-24 years;Other reasons;45;4113700;Londrina - PR;House of friends and relatives;No;Alone;-51,16277342;-23,312156;47,5333333333333
21479;France;41-50 years;Other reasons;15;4113700;Londrina - PR;Own property;No;Alone;-51,16277342;-23,312156;113,866666666667
31911;United States;41-50 years;Other reasons;60;4113700;Londrina - PR;House of friends and relatives;No;Family group;-51,16277342;-23,312156;17,0333333333333
36721;United Kingdom;32-40 years;Other reasons;25;4113700;Londrina - PR;House of friends and relatives;No;Couple without children;-51,16277342;-23,312156;24,32
36723;France;41-50 years;Other reasons;15;4113700;Londrina - PR;House of friends and relatives;No;Alone;-51,16277342;-23,312156;33,0666666666667
36934;United States;32-40 years;Other reasons;14;4113700;Londrina - PR;House of friends and relatives;Separate services;Alone;-51,16277342;-23,312156;71,4285714285714
47678;United Kingdom;41-50 years;Other reasons;21;4113700;Londrina - PR;House of friends and relatives;No;Alone;-51,16277342;-23,312156;14,952380952381
37460;Austria;25-31 years;Other reasons;30;4114609;Marechal Candido Rondon - PR;House of friends and relatives;No;Alone;-54,06000782;-24,5592545;17,3666666666667
17544;Paraguay;18-24 years;Leisure;20;4114708;Maria Helena - PR;House of friends and relatives;No;Alone;-53,20481927;-23,61760966;36,85
24494;Portugal;32-40 years;Other reasons;32;4115002;Marilena - PR;House of friends and relatives;No;Family group;-53,03718588;-22,73182525;16,828125
18896;Netherlands;32-40 years;Leisure;39;4115200;Maringa - PR;House of friends and relatives;No;Alone;-51,93988187;-23,42228;83,4615384615385
37612;United Kingdom;25-31 years;Other reasons;30;4115200;Maringa - PR;House of friends and relatives;No;Family group;-51,93988187;-23,42228;82,7333333333333
47353;Canada;41-50 years;Business and events;14;4115200;Maringa - PR;Hotel or flat;No;Alone;-51,93988187;-23,42228;97,6428571428571
47487;Spain;25-31 years;Other reasons;32;4115200;Maringa - PR;House of friends and relatives;No;Family group;-51,93988187;-23,42228;39,21875
33999;Paraguay;41-50 years;Leisure;9;4115705;Matinhos - PR;Rented property;No;Couple with children;-48,53377119;-25,8164097;44,4444444444444
37386;Paraguay;32-40 years;Leisure;5;4115705;Matinhos - PR;Hotel or flat;No;Family group;-48,53377119;-25,8164097;85
23804;Portugal;41-50 years;Other reasons;24;4117107;Nova Londrina - PR;House of friends and relatives;No;Family group;-52,98631263;-22,7638686;29,9305555555556
38219;Italy;51-59 years;Business and events;7;4117107;Nova Londrina - PR;Hotel or flat;No;Alone;-52,98631263;-22,7638686;159,571428571429
31392;Argentina;41-50 years;Leisure;8;4117602;Palmas - PR;Rented property;No;Couple with children;-51,98877389;-26,48147252;37,225
42103;Paraguay;18-24 years;Leisure;4;4118204;Paranagua - PR;Camping site;No;Alone;-48,52473284;-25,5068415;62,75
22466;Peru;25-31 years;Other reasons;20;4118204;Paranagua - PR;House of friends and relatives;No;Alone;-48,52473284;-25,5068415;31,55
23342;Portugal;32-40 years;Other reasons;21;4118402;Paranavai - PR;House of friends and relatives;Separate services;Alone;-52,46240167;-23,08187948;17,3015873015873
34613;Paraguay;25-31 years;Leisure;13;4118501;Pato Branco - PR;House of friends and relatives;No;Alone;-52,677362;-26,22995852;28,6153846153846
44127;Japan;Over 60 years;Other reasons;72;4119103;Pien - PR;Hotel or flat;No;Friends;-49,42824374;-26,09695638;32,0138888888889
22595;United States;41-50 years;Other reasons;120;4119905;Ponta Grossa - PR;House of friends and relatives;Separate services;Alone;-50,16144206;-25,092547;60,2916666666667
48144;Colombia;25-31 years;Other reasons;60;4119905;Ponta Grossa - PR;Rented property;No;Alone;-50,16144206;-25,092547;10,4666666666667
19221;Paraguay;18-24 years;Other reasons;2;4120903;Quedas do Iguacu - PR;House of friends and relatives;No;Family group;-52,9098324;-25,45678085;38,5
44832;Argentina;32-40 years;Other reasons;14;4122404;Rolandia - PR;House of friends and relatives;No;Alone;-51,36278036;-23,31359249;17,9285714285714
32089;Paraguay;18-24 years;Leisure;5;4123501;Santa Helena - PR;Hotel or flat;No;Couple with children;-54,33645315;-24,85709583;37,2
18243;Argentina;32-40 years;Other reasons;2;4124053;Santa Terezinha de Itaipu - PR;Hotel or flat;No;Couple with children;-54,39951873;-25,44216051;32,25
33906;Austria;41-50 years;Leisure;2;4124053;Santa Terezinha de Itaipu - PR;House of friends and relatives;No;Alone;-54,39951873;-25,44216051;54
43444;Denmark;25-31 years;Other reasons;15;4125506;Sao Jose dos Pinhais - PR;House of friends and relatives;No;Alone;-49,20008247;-25,537702;84,3333333333333
20730;Switzerland;32-40 years;Other reasons;12;4125605;Sao Mateus do Sul - PR;House of friends and relatives;No;Couple without children;-50,39062425;-25,86959951;10,4583333333333
37392;Paraguay;32-40 years;Other reasons;1;4125704;Sao Miguel do Iguacu - PR;House of friends and relatives;No;Family group;-54,24212055;-25,34889427;33
45416;Colombia;25-31 years;Other reasons;6;4127106;Telemaco Borba - PR;Hotel or flat;No;Friends;-50,62312272;-24,32868597;157
30337;Argentina;Over 60 years;Leisure;7;4128203;Uniao da Vitoria - PR;House of friends and relatives;No;Alone;-51,09060952;-26,2284345;177,285714285714
35201;Paraguay;51-59 years;Other reasons;1;4128559;Vera Cruz do Oeste - PR;House of friends and relatives;No;Couple with children;-53,88003007;-25,06317019;24,6666666666667
22905;Mexico;32-40 years;Leisure;5;4202008;Balneario Camboriu - SC;Hotel or flat;No;Family group;-48,63461748;-26,99181861;83,8
26425;Argentina;41-50 years;Leisure;7;4202008;Balneario Camboriu - SC;Hotel or flat;No;Friends;-48,63461748;-26,99181861;107,857142857143
26724;Bolivia;41-50 years;Leisure;12;4202008;Balneario Camboriu - SC;Hotel or flat;Tourist package;Couple with children;-48,63461748;-26,99181861;100
27767;Argentina;25-31 years;Leisure;10;4202008;Balneario Camboriu - SC;Posada;Separate services;Friends;-48,63461748;-26,99181861;66,1833333333333
30924;Bolivia;18-24 years;Other reasons;30;4202008;Balneario Camboriu - SC;House of friends and relatives;No;Alone;-48,63461748;-26,99181861;66,1666666666667
31327;Argentina;18-24 years;Leisure;10;4202008;Balneario Camboriu - SC;Hotel or flat;No;Friends;-48,63461748;-26,99181861;55,1
31948;Chile;32-40 years;Leisure;12;4202008;Balneario Camboriu - SC;Posada;Separate services;Couple without children;-48,63461748;-26,99181861;52,5
32139;Argentina;51-59 years;Leisure;11;4202008;Balneario Camboriu - SC;Rented property;No;Family group;-48,63461748;-26,99181861;100,318181818182
32675;Argentina;25-31 years;Leisure;7;4202008;Balneario Camboriu - SC;Rented property;No;Friends;-48,63461748;-26,99181861;54,8928571428571
36390;Argentina;Over 60 years;Leisure;13;4202008;Balneario Camboriu - SC;Hotel or flat;Tourist package;Couple without children;-48,63461748;-26,99181861;28,6538461538462
38411;Argentina;41-50 years;Leisure;10;4202008;Balneario Camboriu - SC;Rented property;No;Family group;-48,63461748;-26,99181861;89,6333333333333
42089;Paraguay;18-24 years;Leisure;9;4202008;Balneario Camboriu - SC;Hostel or bed & breakfast;No;Family group;-48,63461748;-26,99181861;55,5555555555556
30630;Argentina;32-40 years;Leisure;10;4202008;Balneario Camboriu - SC;Rented property;No;Couple with children;-48,63461748;-26,99181861;17,06
31387;Argentina;25-31 years;Leisure;10;4202008;Balneario Camboriu - SC;Hotel or flat;No;Family group;-48,63461748;-26,99181861;22,06
32407;Chile;41-50 years;Leisure;7;4202008;Balneario Camboriu - SC;Hotel or flat;Tourist package;Couple with children;-48,63461748;-26,99181861;39,1714285714286
32713;Argentina;32-40 years;Leisure;8;4202008;Balneario Camboriu - SC;Rented property;No;Friends;-48,63461748;-26,99181861;35,8928571428571
36622;Argentina;25-31 years;Leisure;7;4202008;Balneario Camboriu - SC;Posada;No;Couple with children;-48,63461748;-26,99181861;80,8095238095238
38075;Argentina;18-24 years;Leisure;12;4202008;Balneario Camboriu - SC;Rented property;No;Family group;-48,63461748;-26,99181861;47,1666666666667
38106;Argentina;41-50 years;Leisure;29;4202008;Balneario Camboriu - SC;Rented property;No;Couple with children;-48,63461748;-26,99181861;32,3706896551724
36827;Paraguay;32-40 years;Business and events;7;4202008;Balneario Camboriu - SC;House of friends and relatives;No;Alone;-48,63461748;-26,99181861;17,7142857142857
27240;Argentina;51-59 years;Leisure;8;4202008;Balneario Camboriu - SC;Hotel or flat;Tourist package;Alone;-48,63461748;-26,99181861;162
31209;Chile;25-31 years;Leisure;7;4202008;Balneario Camboriu - SC;Hotel or flat;Tourist package;Couple without children;-48,63461748;-26,99181861;68,5714285714286
22963;Bolivia;32-40 years;Other reasons;10;4202008;Balneario Camboriu - SC;Hotel or flat;No;Family group;-48,63461748;-26,99181861;281,5
13985;Argentina;Over 60 years;Leisure;10;4202008;Balneario Camboriu - SC;Hotel or flat;No;Family group;-48,63461748;-26,99181861;85,05
22218;Belgium;41-50 years;Other reasons;26;4202008;Balneario Camboriu - SC;House of friends and relatives;No;Alone;-48,63461748;-26,99181861;42,9615384615385
31352;Argentina;32-40 years;Leisure;12;4202008;Balneario Camboriu - SC;Hotel or flat;No;Couple with children;-48,63461748;-26,99181861;32,1166666666667
31355;Argentina;18-24 years;Leisure;10;4202008;Balneario Camboriu - SC;Hotel or flat;No;Family group;-48,63461748;-26,99181861;35,05
32107;Paraguay;51-59 years;Leisure;9;4202008;Balneario Camboriu - SC;Hotel or flat;Separate services;Family group;-48,63461748;-26,99181861;40,4444444444444
32670;Argentina;41-50 years;Leisure;12;4202008;Balneario Camboriu - SC;Rented property;No;Couple with children;-48,63461748;-26,99181861;20,0333333333333
32676;Argentina;51-59 years;Leisure;11;4202008;Balneario Camboriu - SC;Hotel or flat;No;Family group;-48,63461748;-26,99181861;53,4909090909091
32711;Argentina;25-31 years;Leisure;9;4202008;Balneario Camboriu - SC;Hotel or flat;No;Friends;-48,63461748;-26,99181861;55,1388888888889
34006;Paraguay;41-50 years;Leisure;8;4202008;Balneario Camboriu - SC;Rented property;No;Family group;-48,63461748;-26,99181861;45,4464285714286
34690;Argentina;51-59 years;Leisure;16;4202008;Balneario Camboriu - SC;Rented property;No;Family group;-48,63461748;-26,99181861;28,0625
36496;Argentina;41-50 years;Leisure;9;4202008;Balneario Camboriu - SC;Hotel or flat;No;Family group;-48,63461748;-26,99181861;47
36880;Paraguay;41-50 years;Leisure;15;4202008;Balneario Camboriu - SC;Own property;No;Family group;-48,63461748;-26,99181861;12,4
37361;Paraguay;51-59 years;Leisure;13;4202008;Balneario Camboriu - SC;House of friends and relatives;No;Family group;-48,63461748;-26,99181861;61,5384615384615
37401;Argentina;41-50 years;Leisure;9;4202008;Balneario Camboriu - SC;Hotel or flat;No;Family group;-48,63461748;-26,99181861;26,2222222222222
23122;Italy;18-24 years;Business and events;66;4202404;Blumenau - SC;House of friends and relatives;No;Alone;-49,05763088;-26,91610771;17,7272727272727
24204;Bolivia;51-59 years;Other reasons;17;4202404;Blumenau - SC;House of friends and relatives;No;Couple without children;-49,05763088;-26,91610771;60,1764705882353
31341;Argentina;41-50 years;Business and events;4;4202404;Blumenau - SC;Hotel or flat;No;Co-workers;-49,05763088;-26,91610771;71,375
18432;Argentina;41-50 years;Leisure;6;4202453;Bombinhas - SC;Hotel or flat;No;Couple with children;-48,52134513;-27,1442547;348,125
9994;Argentina;32-40 years;Leisure;9;4202453;Bombinhas - SC;Rented property;No;Family group;-48,52134513;-27,1442547;18,9444444444444
16382;Argentina;32-40 years;Leisure;8;4202453;Bombinhas - SC;Rented property;No;Friends;-48,52134513;-27,1442547;56,375
28713;Argentina;51-59 years;Leisure;20;4202453;Bombinhas - SC;Rented property;No;Family group;-48,52134513;-27,1442547;35,2125
